dataset,model,method,schedule,reference,query_id,n_highest,membership_cutoff,gained_count,lost_count,gained_ids,lost_ids,membership_changed,integer_recall_cancellation,delta_Recall20,delta_nDCG20,abs_delta_nDCG20,delta_nDCG10,abs_delta_nDCG10,numerical_zero_nDCG20,numerical_zero_nDCG10
wands,bge_base,raw,C2s2,C0,442,70,20,6,6,"[""16065"",""24723"",""31781"",""31808"",""38379"",""40963""]","[""33244"",""33245"",""39156"",""40962"",""7402"",""7403""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,464,85,20,3,3,"[""24107"",""2423"",""42143""]","[""17043"",""17045"",""38710""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw,C2s2,C0,470,45,20,3,3,"[""31082"",""37492"",""41435""]","[""12966"",""13858"",""28113""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,2,151,20,3,3,"[""12179"",""19651"",""36631""]","[""16226"",""21083"",""24099""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,9,74,20,4,4,"[""24416"",""24418"",""24420"",""38098""]","[""29691"",""3288"",""5873"",""7997""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,28,175,20,6,6,"[""11514"",""17435"",""2212"",""40840"",""917"",""919""]","[""12403"",""33455"",""4026"",""767"",""921"",""931""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,59,43,20,2,2,"[""41637"",""41646""]","[""41619"",""41627""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,109,39,20,2,2,"[""26928"",""26934""]","[""26124"",""26137""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,112,266,20,4,4,"[""34754"",""37666"",""6388"",""9806""]","[""11828"",""25786"",""32534"",""39509""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,115,202,20,4,4,"[""11908"",""21318"",""37455"",""40037""]","[""13483"",""29016"",""29145"",""36657""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,138,142,20,3,3,"[""15719"",""37540"",""37824""]","[""13918"",""35938"",""37822""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,172,42,20,1,1,"[""19482""]","[""12149""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s3,C0,227,176,20,4,4,"[""11174"",""12368"",""31875"",""32545""]","[""13954"",""33157"",""36643"",""6456""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,229,133,20,3,3,"[""15351"",""37687"",""37904""]","[""20818"",""38211"",""3951""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s3,C0,231,307,20,6,6,"[""20167"",""20169"",""37018"",""5540"",""5543"",""7799""]","[""20175"",""20185"",""7801"",""7803"",""7817"",""7842""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,234,107,20,3,3,"[""19626"",""27591"",""4680""]","[""24546"",""25385"",""37796""]",True,True,0.0,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw,C2s3,C0,235,133,20,4,4,"[""20422"",""23707"",""41983"",""9776""]","[""14926"",""34437"",""7253"",""981""]",True,True,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s3,C0,245,57,20,1,1,"[""20266""]","[""17814""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s3,C0,248,39,20,2,2,"[""40275"",""9525""]","[""405"",""6734""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,355,30,20,1,1,"[""41684""]","[""35470""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,368,81,20,2,2,"[""22326"",""4071""]","[""15583"",""8611""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,438,101,20,1,1,"[""13434""]","[""26370""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,442,70,20,4,4,"[""17612"",""24723"",""31781"",""31808""]","[""15592"",""42680"",""7402"",""7449""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,464,85,20,2,2,"[""20064"",""2423""]","[""17045"",""38710""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s3,C0,470,45,20,2,2,"[""28507"",""37492""]","[""12966"",""28113""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,2,151,20,2,2,"[""12179"",""29151""]","[""35711"",""39310""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,9,74,20,4,4,"[""14744"",""21801"",""21802"",""38098""]","[""20647"",""24421"",""29691"",""3288""]",True,True,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s4,C0,59,43,20,2,2,"[""41618"",""41646""]","[""41619"",""41642""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,108,81,20,1,1,"[""3916""]","[""3039""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw,C2s4,C0,109,39,20,3,3,"[""26121"",""26934"",""26938""]","[""26137"",""26922"",""26926""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s4,C0,112,266,20,2,2,"[""34747"",""37666""]","[""29048"",""6315""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,115,202,20,3,3,"[""12180"",""37455"",""40037""]","[""13483"",""29016"",""36657""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,138,142,20,2,2,"[""37537"",""37539""]","[""15729"",""15737""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,144,116,20,6,6,"[""11632"",""27015"",""274"",""4440"",""4662"",""575""]","[""18936"",""20099"",""30150"",""31450"",""4596"",""4694""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,172,42,20,3,3,"[""19478"",""19482"",""19483""]","[""12149"",""19475"",""2767""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s4,C0,185,34,20,1,1,"[""30020""]","[""15053""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,227,176,20,4,4,"[""11174"",""35908"",""8054"",""8304""]","[""13954"",""33157"",""36643"",""36710""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,229,133,20,2,2,"[""27398"",""27490""]","[""30293"",""35916""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,231,307,20,6,6,"[""20167"",""20169"",""28006"",""37018"",""7799"",""7808""]","[""19170"",""20175"",""20185"",""25796"",""7813"",""7842""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,234,107,20,2,2,"[""25384"",""4680""]","[""25385"",""37796""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,247,40,20,1,1,"[""3165""]","[""3179""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,248,39,20,2,2,"[""40275"",""406""]","[""29117"",""6734""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw,C2s4,C0,355,30,20,1,1,"[""24355""]","[""35700""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,368,81,20,2,2,"[""22326"",""4071""]","[""15583"",""30198""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,438,101,20,2,2,"[""13434"",""13436""]","[""17946"",""27944""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,439,216,20,4,4,"[""10818"",""24719"",""29094"",""35331""]","[""16811"",""16812"",""1795"",""23631""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,442,70,20,3,3,"[""15594"",""24723"",""31808""]","[""15592"",""33245"",""7402""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,446,57,20,3,3,"[""13214"",""19740"",""8249""]","[""14222"",""23059"",""31177""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,464,85,20,2,2,"[""24107"",""32549""]","[""17043"",""38710""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s4,C0,470,45,20,2,2,"[""38523"",""8072""]","[""12966"",""28113""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,2,151,20,2,2,"[""19651"",""36631""]","[""16226"",""35711""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,9,74,20,5,5,"[""14744"",""21802"",""24420"",""24844"",""7507""]","[""20647"",""24421"",""24422"",""29691"",""7996""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,28,175,20,5,5,"[""2212"",""28146"",""40846"",""7942"",""919""]","[""12403"",""33455"",""36705"",""921"",""931""]",True,True,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s5,C0,59,43,20,1,1,"[""41618""]","[""41619""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,108,81,20,1,1,"[""3916""]","[""3039""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,109,39,20,4,4,"[""26121"",""26125"",""26928"",""26934""]","[""26124"",""26126"",""26137"",""26923""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s5,C0,112,266,20,3,3,"[""37666"",""5361"",""7636""]","[""11828"",""18455"",""25786""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,115,202,20,5,5,"[""11908"",""19395"",""21318"",""37455"",""40037""]","[""13483"",""14197"",""29016"",""29145"",""36657""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,138,142,20,4,4,"[""15724"",""15739"",""22166"",""3223""]","[""13918"",""15737"",""35938"",""37822""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,172,42,20,2,2,"[""19482"",""19483""]","[""12149"",""12246""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s5,C0,185,34,20,1,1,"[""30020""]","[""15053""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,227,176,20,2,2,"[""31875"",""8304""]","[""13954"",""33157""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,229,133,20,2,2,"[""11459"",""18953""]","[""30293"",""37684""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,231,307,20,4,4,"[""28006"",""37018"",""7799"",""7808""]","[""20175"",""20185"",""7801"",""7815""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,234,107,20,2,2,"[""19626"",""4680""]","[""25385"",""37796""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,247,40,20,1,1,"[""3178""]","[""3179""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,248,39,20,1,1,"[""407""]","[""6734""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,368,81,20,2,2,"[""22326"",""4071""]","[""185"",""8611""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,410,58,20,1,1,"[""3346""]","[""3344""]",True,True,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,438,101,20,2,2,"[""13434"",""27914""]","[""26370"",""27944""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,442,70,20,4,4,"[""16065"",""31781"",""31808"",""40963""]","[""15592"",""40961"",""42680"",""7402""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,446,57,20,1,1,"[""19740""]","[""14222""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,464,85,20,3,3,"[""24107"",""2423"",""42143""]","[""17043"",""17045"",""38710""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s5,C0,470,45,20,3,3,"[""31082"",""32858"",""8072""]","[""12966"",""13858"",""28113""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,2,151,20,1,1,"[""36632""]","[""21083""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,9,74,20,2,2,"[""21801"",""24418""]","[""30094"",""5873""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,109,39,20,2,2,"[""26919"",""26929""]","[""26124"",""26928""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,112,266,20,1,1,"[""6303""]","[""34748""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,115,202,20,1,1,"[""34812""]","[""4686""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,120,33,20,1,1,"[""11477""]","[""12203""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,128,113,20,5,5,"[""13164"",""19877"",""2772"",""33179"",""4975""]","[""1269"",""13165"",""13506"",""2771"",""4987""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,138,142,20,3,3,"[""15734"",""22156"",""22167""]","[""15722"",""15724"",""15737""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,148,194,20,1,1,"[""34274""]","[""34680""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,167,87,20,1,1,"[""13947""]","[""27586""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,172,42,20,2,2,"[""19483"",""19488""]","[""12246"",""19490""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,175,70,20,3,3,"[""17812"",""27912"",""941""]","[""42462"",""4320"",""4733""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,182,58,20,1,1,"[""27092""]","[""17199""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw_hybrid,C1,C0,185,34,20,1,1,"[""30021""]","[""11463""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,227,176,20,2,2,"[""21845"",""31875""]","[""13954"",""33157""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,229,133,20,4,4,"[""19729"",""37676"",""37677"",""39486""]","[""19708"",""28221"",""37682"",""39484""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,231,307,20,3,3,"[""20147"",""7808"",""7842""]","[""20172"",""7800"",""7818""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,234,107,20,2,2,"[""1824"",""25373""]","[""25381"",""37796""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,235,133,20,1,1,"[""17147""]","[""24728""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,249,124,20,5,5,"[""20275"",""28879"",""37145"",""4144"",""6979""]","[""22309"",""38256"",""39972"",""417"",""7508""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,305,193,20,8,8,"[""16397"",""21349"",""29268"",""35971"",""35980"",""39945"",""40754"",""41042""]","[""19066"",""35989"",""41040"",""41052"",""41053"",""41054"",""7110"",""9024""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw_hybrid,C1,C0,335,42,20,1,1,"[""20645""]","[""19542""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,355,30,20,2,2,"[""29761"",""41684""]","[""19432"",""35701""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,368,81,20,2,2,"[""30198"",""4071""]","[""20690"",""22325""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,420,766,20,5,5,"[""19995"",""33738"",""33791"",""40304"",""40320""]","[""11123"",""12782"",""17686"",""27008"",""33744""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C1,C0,442,70,20,2,2,"[""16065"",""24723""]","[""42680"",""7679""]",True,True,0.0,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw_hybrid,C1,C0,464,85,20,2,2,"[""1520"",""2423""]","[""181"",""42143""]",True,True,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw_hybrid,C1,C0,470,45,20,2,2,"[""17511"",""31082""]","[""27505"",""27514""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,9,74,20,1,1,"[""30837""]","[""17613""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,59,43,20,1,1,"[""41643""]","[""41607""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,72,85,20,3,3,"[""13217"",""16311"",""16324""]","[""16280"",""16319"",""16336""]",True,True,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw_hybrid,C2s1,C0,109,39,20,4,4,"[""26122"",""26126"",""26919"",""26929""]","[""26124"",""26916"",""26923"",""26928""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,112,266,20,2,2,"[""21789"",""25786""]","[""34748"",""6388""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,115,202,20,1,1,"[""34812""]","[""21318""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,128,113,20,6,6,"[""13164"",""13166"",""24983"",""33179"",""4975"",""9015""]","[""13506"",""15546"",""2280"",""2771"",""39846"",""4987""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,138,142,20,4,4,"[""15728"",""21472"",""22156"",""22167""]","[""15724"",""15729"",""15737"",""2498""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,148,194,20,1,1,"[""34274""]","[""36649""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,159,93,20,1,1,"[""3765""]","[""11706""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw_hybrid,C2s1,C0,167,87,20,2,2,"[""13947"",""42088""]","[""27586"",""35004""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,172,42,20,2,2,"[""19477"",""19483""]","[""12246"",""6527""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,175,70,20,3,3,"[""16882"",""17073"",""17812""]","[""42462"",""4320"",""4733""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw_hybrid,C2s1,C0,185,34,20,1,1,"[""30021""]","[""11463""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,220,52,20,1,1,"[""12034""]","[""12058""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,227,176,20,3,3,"[""12368"",""21331"",""31875""]","[""13954"",""33157"",""36643""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,229,133,20,3,3,"[""19729"",""20387"",""39486""]","[""11459"",""19708"",""37682""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw_hybrid,C2s1,C0,231,307,20,5,5,"[""20147"",""20184"",""3211"",""7804"",""7808""]","[""20172"",""20185"",""5540"",""7801"",""7803""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw_hybrid,C2s1,C0,247,40,20,1,1,"[""4538""]","[""25959""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw_hybrid,C2s1,C0,248,39,20,1,1,"[""25501""]","[""37183""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,249,124,20,5,5,"[""15245"",""1807"",""20275"",""28880"",""6979""]","[""22309"",""38256"",""39972"",""417"",""7508""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw_hybrid,C2s1,C0,355,30,20,1,1,"[""29761""]","[""35701""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,368,81,20,1,1,"[""30198""]","[""22325""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,418,608,20,5,5,"[""39541"",""42739"",""5326"",""596"",""8798""]","[""11637"",""19796"",""22876"",""30611"",""8462""]",True,True,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,420,766,20,4,4,"[""13804"",""33791"",""40304"",""40320""]","[""11123"",""12782"",""17686"",""27008""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s1,C0,464,85,20,3,3,"[""2423"",""26532"",""32028""]","[""17045"",""181"",""39297""]",True,True,0.0,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,bge_base,raw_hybrid,C2s2,C0,2,151,20,1,1,"[""36632""]","[""21047""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s2,C0,28,175,20,3,3,"[""33011"",""35265"",""4026""]","[""26713"",""28135"",""28138""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s2,C0,59,43,20,1,1,"[""41619""]","[""41649""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s2,C0,102,57,20,2,2,"[""3246"",""3251""]","[""20554"",""35002""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s2,C0,109,39,20,2,2,"[""26919"",""26929""]","[""26124"",""26928""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s2,C0,112,266,20,2,2,"[""37431"",""39509""]","[""34748"",""40866""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s2,C0,115,202,20,1,1,"[""37455""]","[""5231""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s2,C0,128,113,20,3,3,"[""4975"",""8619"",""8896""]","[""15546"",""2771"",""4987""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw_hybrid,C2s2,C0,138,142,20,3,3,"[""15728"",""21473"",""22156""]","[""15725"",""15729"",""15737""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
