dataset,model,method,reference,K,eligible_queries,highest_pairs,retained,retained_ci_low,retained_ci_high,newly_included,newly_included_ci_low,newly_included_ci_high,newly_omitted,newly_omitted_ci_low,newly_omitted_ci_high,absent_in_both,absent_in_both_ci_low,absent_in_both_ci_high,delta_recall,delta_recall_ci_low,delta_recall_ci_high
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s1,20,308,21299,0.3337351444460763,0.2953871056379915,0.3738470918961336,0.0281478248068042,0.021836099856992038,0.03557842254918022,0.026041465588164635,0.021308622698573677,0.03132636429121171,0.6120755651589549,0.5722772725405059,0.6499874568183023,0.0021063592186395664,-0.005830195020159885,0.010392378392346031
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s1,100,308,21299,0.6339171301755586,0.5945624812603213,0.6728601000902237,0.01895381814247139,0.015316282187267757,0.02293040266214019,0.02597843126304064,0.019925942322901496,0.03327642895080164,0.3211506204189294,0.28443197453430874,0.3580988941200191,-0.007024613120569249,-0.014663554660540182,-0.0005759584755601501
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s2,20,308,21299,0.33469554584411176,0.2965896366204051,0.3749131648651902,0.027187423408768747,0.021555709058886763,0.03375740893983801,0.03045876118123701,0.023387906830337122,0.03945966062676351,0.6076582695658824,0.5675419130328953,0.6458386725386664,-0.003271337772468264,-0.013617216072960745,0.005893048714261263
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s2,100,308,21299,0.6336344448795136,0.5943804353763786,0.6722060247553927,0.01923650343851634,0.015575178193693544,0.023191026514136966,0.024472464370828378,0.019472266765238028,0.030331985895044246,0.32265658731114166,0.28589978355762663,0.3596392326624129,-0.0052359609323120344,-0.011371177108230792,0.00023146226091132584
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s3,20,308,21299,0.33588777373725276,0.29794918648461927,0.3760011890599556,0.025995195515627775,0.020628503988373997,0.03217171691589152,0.02742791734680986,0.02204540378963636,0.033284359645201995,0.6106891134003096,0.5708421579952678,0.6493861132374051,-0.0014327218311820853,-0.008584635595287722,0.0058088897834302836
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s3,100,308,21299,0.6314872078433772,0.592029654815694,0.670113072685573,0.021383740474652777,0.017126499902388112,0.02610629646405069,0.023625151106182015,0.019148155526964136,0.02865971351284803,0.32350390057578804,0.2868064038854525,0.3607832455948365,-0.0022414106315292374,-0.007867701607436689,0.0032446376788179267
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s4,20,308,21299,0.331224332900331,0.29304210551712734,0.37153932643946785,0.030658636352549555,0.022820703784758548,0.04051850172363378,0.027973398445843227,0.021556915525578424,0.036488660117953375,0.6101436323012762,0.5705324425211407,0.6484072417063167,0.0026852379067063203,-0.008497656969890773,0.014506931546536235
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s4,100,308,21299,0.6293887076931473,0.589514414509545,0.6683037291865631,0.023482240624882713,0.018720807166962037,0.028689032022838328,0.023904811954544768,0.019385762029123156,0.02883401054835749,0.32322423972742526,0.2866870891228717,0.3602196188776685,-0.00042257132966205184,-0.005360618452650616,0.004681106054270752
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s5,20,308,21299,0.33439918241837097,0.29605843248032326,0.3745807325111212,0.02748378683450958,0.02148863830587819,0.0345335608105888,0.028379914249182073,0.02303424178338876,0.034263565200819045,0.6097371164979374,0.5702477976028411,0.6480467981404696,-0.0008961274146724953,-0.008921578232717865,0.007428764344336014
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C2s5,100,308,21299,0.6316889948199531,0.5920322263229704,0.670450607025966,0.021181953498076927,0.016899266740710406,0.02593770213076797,0.02300362513705881,0.018724901574447766,0.027683948369313555,0.3241254265449112,0.28762584332689517,0.3614305573701039,-0.001821671638981882,-0.006252842898836602,0.002744437175275448
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_seven_mean,20,308,21299,0.33267904783539737,0.29477620770207147,0.3723747530690101,0.029203921417483167,0.023671362520930113,0.035591871441469254,0.027499117176221874,0.023412008434043178,0.03186493026446785,0.6106179135708977,0.5713459845052318,0.6484431973770446,0.0017048042412612912,-0.004995092067317043,0.008970457932741916
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_seven_mean,100,308,21299,0.6311260648261292,0.5917113285524055,0.6695555634832173,0.02174488349190076,0.01792508511213313,0.02584951015848062,0.024350108800917727,0.02042280098662664,0.02878071448557903,0.3227789428810523,0.28636661674087865,0.3597306441024095,-0.0026052253090169657,-0.007111777520170455,0.002056080630212995
