query_id,persistent_inclusion,VI,persistent_omission,source_order_inclusion,seven_schedule_mean_inclusion,n_highest,dataset,model,intervention,target_support,K,status,schedule_family,catalog_size
93559,0.52380952380952384,0.19047619047619047,0.2857142857142857,0.66666666666666663,0.63265306122448972,21,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
93654,0.69999999999999996,0.29999999999999999,0,1,0.90000000000000002,10,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
93758,0.88888888888888884,0,0.1111111111111111,0.88888888888888884,0.88888888888888884,9,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
94456,0.69230769230769229,0.076923076923076927,0.23076923076923078,0.76923076923076927,0.70329670329670324,13,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
94846,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
94878,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.47252747252747251,13,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
94932,0.30769230769230771,0.15384615384615385,0.53846153846153844,0.46153846153846156,0.40659340659340659,13,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
95116,0.875,0,0.125,0.875,0.875,8,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
95136,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
95453,0.81818181818181823,0.090909090909090912,0.090909090909090912,0.90909090909090906,0.88311688311688319,11,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
95494,0.22222222222222221,0.055555555555555552,0.72222222222222221,0.22222222222222221,0.24603174603174605,18,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
95886,0.5,0,0.5,0.5,0.5,2,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
95917,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
96045,0.72727272727272729,0.090909090909090912,0.18181818181818182,0.72727272727272729,0.75324675324675316,11,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
96401,0,0,1,0,0,1,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
96535,0.5357142857142857,0.14285714285714285,0.32142857142857145,0.6428571428571429,0.63775510204081631,28,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
96819,1,0,0,1,1,8,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
98201,0.33333333333333331,0.16666666666666666,0.5,0.33333333333333331,0.35714285714285715,6,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
98425,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
98526,0.83333333333333337,0.16666666666666666,0,1,0.97619047619047616,6,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
99391,0.66666666666666663,0.16666666666666666,0.16666666666666666,0.83333333333333337,0.7857142857142857,6,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
99846,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
100084,1,0,0,1,1,6,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
100330,0.59999999999999998,0.10000000000000001,0.29999999999999999,0.69999999999999996,0.65714285714285714,10,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
100469,0.1111111111111111,0,0.88888888888888884,0.1111111111111111,0.1111111111111111,9,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
100474,0,0.25,0.75,0.25,0.10714285714285714,4,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
100637,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
100807,0.48148148148148145,0.14814814814814814,0.37037037037037035,0.59259259259259256,0.55026455026455023,27,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
101683,0.5714285714285714,0.071428571428571425,0.35714285714285715,0.5714285714285714,0.59183673469387743,14,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
101841,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
102215,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
102308,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
102732,0.33333333333333331,0,0.66666666666666663,0.33333333333333331,0.33333333333333331,9,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
102895,0.75,0,0.25,0.75,0.75,4,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
102991,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
103099,0.8571428571428571,0.14285714285714285,0,1,0.97959183673469385,7,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
103248,0.92307692307692313,0,0.076923076923076927,0.92307692307692313,0.92307692307692313,13,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
103500,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
103612,0.80000000000000004,0.066666666666666666,0.13333333333333333,0.80000000000000004,0.82857142857142863,15,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
103705,0.40000000000000002,0,0.59999999999999998,0.40000000000000002,0.40000000000000002,5,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
104116,0.5625,0.03125,0.40625,0.5625,0.5669642857142857,32,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
104212,0.66666666666666663,0.33333333333333331,0,1,0.80952380952380942,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
104375,0.10000000000000001,0.10000000000000001,0.80000000000000004,0.10000000000000001,0.12857142857142856,10,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
104485,0.375,0.0625,0.5625,0.4375,0.4107142857142857,16,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
104556,0.69999999999999996,0,0.29999999999999999,0.69999999999999996,0.69999999999999996,10,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
104929,0.5,0,0.5,0.5,0.5,2,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
105336,0.25,0.16666666666666666,0.58333333333333337,0.33333333333333331,0.33333333333333331,12,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
105354,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
106080,1,0,0,1,1,8,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
106387,1,0,0,1,1,6,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
106839,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
107789,0.875,0.125,0,1,0.9464285714285714,8,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
107880,0,0,1,0,0,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
107900,1,0,0,1,1,13,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
108093,0.83333333333333337,0,0.16666666666666666,0.83333333333333337,0.83333333333333337,6,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
108571,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
108769,0.25,0,0.75,0.25,0.25,8,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
108964,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
109159,0.875,0,0.125,0.875,0.875,8,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
109658,1,0,0,1,1,9,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
110355,1,0,0,1,1,8,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
110443,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
110695,0.80000000000000004,0,0.20000000000000001,0.80000000000000004,0.80000000000000004,5,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
110785,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
110848,0.77272727272727271,0,0.22727272727272727,0.77272727272727271,0.77272727272727271,22,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
110909,1,0,0,1,1,6,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
111397,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
111447,1,0,0,1,1,14,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
111629,0.8571428571428571,0,0.14285714285714285,0.8571428571428571,0.8571428571428571,14,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
111828,0,0.5,0.5,0,0.2857142857142857,2,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
111876,0.75,0,0.25,0.75,0.75,4,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
111913,0.72727272727272729,0.090909090909090912,0.18181818181818182,0.81818181818181823,0.77922077922077915,11,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
111950,0.84615384615384615,0,0.15384615384615385,0.84615384615384615,0.84615384615384615,13,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
112070,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
112116,0.33333333333333331,0.16666666666666666,0.5,0.41666666666666669,0.44047619047619047,12,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
112141,0.69999999999999996,0.10000000000000001,0.20000000000000001,0.80000000000000004,0.77142857142857146,10,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
112578,0.083333333333333329,0,0.91666666666666663,0.083333333333333329,0.083333333333333329,12,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
112716,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,6,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
113321,0.34375,0.15625,0.5,0.375,0.4107142857142857,32,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
113679,0.42424242424242425,0,0.5757575757575758,0.42424242424242425,0.42424242424242425,33,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
114588,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
114599,0.5,0,0.5,0.5,0.5,2,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
114650,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
114793,0,0,1,0,0,1,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
114905,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.79591836734693877,7,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
114954,0.55555555555555558,0.22222222222222221,0.22222222222222221,0.77777777777777779,0.60317460317460325,9,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
115094,0.42307692307692307,0.19230769230769232,0.38461538461538464,0.53846153846153844,0.49450549450549453,26,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
115539,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,20,available,original seven,10076
165,0,0,1,0,0,6,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
433,0.8571428571428571,0,0.14285714285714285,0.8571428571428571,0.8571428571428571,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
500,1,0,0,1,1,22,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
541,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
598,0.8571428571428571,0,0.14285714285714285,0.8571428571428571,0.8571428571428571,14,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
600,1,0,0,1,1,26,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
602,0,0,1,0,0,3,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
622,1,0,0,1,1,26,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
637,1,0,0,1,1,13,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
861,1,0,0,1,1,24,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
933,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
978,1,0,0,1,1,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
1210,0,0,1,0,0,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
1293,1,0,0,1,1,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
1310,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
1458,1,0,0,1,1,15,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
1476,1,0,0,1,1,17,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
1530,1,0,0,1,1,17,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
1659,0.80000000000000004,0,0.20000000000000001,0.80000000000000004,0.80000000000000004,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
1816,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
2286,0.76923076923076927,0.15384615384615385,0.076923076923076927,0.76923076923076927,0.82417582417582413,13,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
2390,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
2692,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
2855,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
3012,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
3492,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
3494,1,0,0,1,1,11,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
3986,1,0,0,1,1,14,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
4299,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
4321,0,0,1,0,0,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
4860,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
4956,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
5079,0.29999999999999999,0.10000000000000001,0.59999999999999998,0.29999999999999999,0.32857142857142857,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
5094,1,0,0,1,1,11,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
5419,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
5787,0.5,0,0.5,0.5,0.5,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
5921,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
6138,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
6685,1,0,0,1,1,8,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
7034,0,0,1,0,0,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
7126,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
7303,1,0,0,1,1,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
7340,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
7545,1,0,0,1,1,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
7581,1,0,0,1,1,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
8063,0.5,0.41666666666666669,0.083333333333333329,0.83333333333333337,0.69047619047619035,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
8519,1,0,0,1,1,8,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
8605,1,0,0,1,1,6,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
8740,0,1,0,0,0.42857142857142855,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
9096,1,0,0,1,1,11,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
9695,1,0,0,1,1,9,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
9776,0.88888888888888884,0.1111111111111111,0,0.88888888888888884,0.95238095238095233,9,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
9967,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
10312,0.80000000000000004,0.050000000000000003,0.14999999999999999,0.80000000000000004,0.80714285714285716,20,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
10370,1,0,0,1,1,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
11509,0.80000000000000004,0,0.20000000000000001,0.80000000000000004,0.80000000000000004,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
11621,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
11875,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
11925,0.8928571428571429,0.071428571428571425,0.035714285714285712,0.9642857142857143,0.91836734693877553,28,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
12176,0.33333333333333331,0.037037037037037035,0.62962962962962965,0.37037037037037035,0.34920634920634924,27,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
12432,0.58333333333333337,0.25,0.16666666666666666,0.75,0.7142857142857143,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
12557,0.5,0,0.5,0.5,0.5,8,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
12664,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
12809,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
13089,1,0,0,1,1,32,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
13169,0.72727272727272729,0.18181818181818182,0.090909090909090912,0.81818181818181823,0.80519480519480524,11,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
13471,0.95238095238095233,0,0.047619047619047616,0.95238095238095233,0.95238095238095233,21,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
13639,1,0,0,1,1,15,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
13785,0.75,0.125,0.125,0.75,0.8392857142857143,8,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
13954,1,0,0,1,1,13,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
14346,0.5,0.20000000000000001,0.29999999999999999,0.69999999999999996,0.55714285714285716,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
14880,0.5,0,0.5,0.5,0.5,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
14882,1,0,0,1,1,11,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
15154,0.10714285714285714,0,0.8928571428571429,0.10714285714285714,0.10714285714285714,28,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
15164,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
15311,0.5,0.10000000000000001,0.40000000000000002,0.59999999999999998,0.5714285714285714,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
15647,1,0,0,1,1,21,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
15716,0.9285714285714286,0,0.071428571428571425,0.9285714285714286,0.9285714285714286,14,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
15777,1,0,0,1,1,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
15807,1,0,0,1,1,15,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
16613,0.77777777777777779,0,0.22222222222222221,0.77777777777777779,0.77777777777777779,9,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
16684,1,0,0,1,1,13,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
17384,1,0,0,1,1,11,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
17607,1,0,0,1,1,17,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
17689,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
17742,0.41666666666666669,0.16666666666666666,0.41666666666666669,0.58333333333333337,0.46428571428571425,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
18356,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
18553,1,0,0,1,1,21,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
18679,1,0,0,1,1,8,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
18682,1,0,0,1,1,8,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
18932,1,0,0,1,1,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19053,1,0,0,1,1,14,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19134,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19268,0.80952380952380953,0.095238095238095233,0.095238095238095233,0.90476190476190477,0.85034013605442182,21,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19369,1,0,0,1,1,11,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19372,1,0,0,1,1,15,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19380,0.5,0,0.5,0.5,0.5,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19619,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19694,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
19953,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
20037,0.96875,0.03125,0,1,0.9821428571428571,32,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
20185,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
20307,0.80000000000000004,0,0.20000000000000001,0.80000000000000004,0.80000000000000004,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
20315,1,0,0,1,1,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
20385,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
20500,0.80000000000000004,0.20000000000000001,0,1,0.91428571428571426,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
20523,0.33333333333333331,0,0.66666666666666663,0.33333333333333331,0.33333333333333331,3,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
20788,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
21481,0.94117647058823528,0,0.058823529411764705,0.94117647058823528,0.94117647058823528,17,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
21645,1,0,0,1,1,13,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
22173,1,0,0,1,1,9,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
22211,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
22441,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
22639,0.88888888888888884,0,0.1111111111111111,0.88888888888888884,0.88888888888888884,9,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
23148,0.75,0,0.25,0.75,0.75,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
23260,0.066666666666666666,0,0.93333333333333335,0.066666666666666666,0.066666666666666666,15,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
23744,0,0,1,0,0,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
24082,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
24402,1,0,0,1,1,6,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
24504,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
24668,0.125,0.125,0.75,0.25,0.1607142857142857,8,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
24697,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
24831,0.68421052631578949,0.15789473684210525,0.15789473684210525,0.73684210526315785,0.75187969924812026,19,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
25132,0.41666666666666669,0,0.58333333333333337,0.41666666666666669,0.41666666666666669,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
25426,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
25497,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
25516,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
25591,1,0,0,1,1,3,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
26321,1,0,0,1,1,9,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
26642,0.80000000000000004,0,0.20000000000000001,0.80000000000000004,0.80000000000000004,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
26872,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
27927,0.875,0.125,0,1,0.9107142857142857,8,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
28198,1,0,0,1,1,15,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
28637,0,0,1,0,0,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29049,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29123,1,0,0,1,1,11,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29488,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29596,0.83333333333333337,0,0.16666666666666666,0.83333333333333337,0.83333333333333337,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29729,0.55555555555555558,0.1111111111111111,0.33333333333333331,0.55555555555555558,0.58730158730158732,9,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29868,1,0,0,1,1,10,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29928,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29941,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29945,1,0,0,1,1,5,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
29952,1,0,0,1,1,4,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
30020,1,0,0,1,1,1,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
30318,1,0,0,1,1,12,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
31573,1,0,0,1,1,2,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
31659,1,0,0,1,1,7,esci,gte_modernbert,target_only,fully_fitting,100,available,original seven,10076
