query_id,Delta_R100_pp,Recall@100,query,query_type,Method,Split
320,0.0,100.0,blaylock bookcase headboard,product_type,C4,test
323,0.0,100.0,hub leaning full length mirror,multi_constraint,C4,test
325,2.1739130434782608,13.043478260869565,outdoor waterproof chest,product_type,C4,test
326,0.0,100.0,bowersville ladder writing desk,product_type,C4,test
327,0.0,50.0,kohler purist brushed bronze,product_type,C4,test
328,0.0,100.0,golub dining table,product_type,C4,test
329,0.0,100.0,wayfair tension rod,product_type,C4,test
330,0.0,100.0,kari 2 piece,attribute_constraint,C4,test
331,0.0,21.153846153846153,upholstered girls bed,product_type,C4,test
332,0.0,100.0,attleboro drum coffee table,product_type,C4,test
333,0.0,100.0,stainless steel colander set,product_type,C4,test
334,0.0,100.0,itchington butterfly,brand_entity_proxy,C4,test
335,2.3809523809523836,83.33333333333334,canadian,brand_entity_proxy,C4,test
337,0.0,89.74358974358975,iittala bowl,brand_entity_proxy,C4,test
339,0.0,100.0,ruckus chair,product_type,C4,test
341,-4.545454545454552,72.72727272727272,canvas map art,product_type,C4,test
342,0.0,100.0,brendon counter stool,product_type,C4,test
346,0.0,89.47368421052632,nesting tray set,product_type,C4,test
349,1.1102230246251565e-14,80.00000000000001,mud room sign,product_type,C4,test
352,0.0,96.55172413793103,amarillo,brand_entity_proxy,C4,test
353,0.0,100.0,pennfield playhouse,brand_entity_proxy,C4,test
355,0.0,100.0,argenteuil,brand_entity_proxy,C4,test
357,0.0,100.0,tall free standing pet gate,multi_constraint,C4,test
358,0.0,100.0,sliding closet mirror,product_type,C4,test
359,0.0,100.0,french molding,brand_entity_proxy,C4,test
367,-2.3809523809523894,47.61904761904761,wooden chair outdoor,attribute_constraint,C4,test
368,0.0,81.48148148148148,pasta tools,brand_entity_proxy,C4,test
369,0.0,0.0,wrought tv stand,product_type,C4,test
370,0.0,0.0,rug for teen room,product_type,C4,test
371,0.0,50.0,milk cow chair,product_type,C4,test
372,0.0,100.0,verden callan,brand_entity_proxy,C4,test
376,0.0,66.66666666666666,island estate coffee table,product_type,C4,test
380,0.0,100.0,gravity feeder,brand_entity_proxy,C4,test
382,-25.0,25.0,counter top one cup hot water dispenser,multi_constraint,C4,test
389,-1.0615711252653925,25.690021231422506,brush nickel faucet bathroom,product_type,C4,test
396,0.0,100.0,alyse 8 light,attribute_constraint,C4,test
398,0.0,63.1578947368421,super bright lights,product_type,C4,test
402,0.0,100.0,modern farmhouse lighting semi flush mount,style,C4,test
403,-2.7755575615628914e-15,19.354838709677416,wood rack wide,attribute_constraint,C4,test
404,0.0,25.0,large cushion outdoor chair,attribute_constraint,C4,test
406,0.0,100.0,refrigerator with ice an water in door,multi_constraint,C4,test
407,0.0,45.45454545454545,huge bookcase,product_type,C4,test
408,0.0,100.0,girl reading statue,product_type,C4,test
409,-2.4999999999999987,5.000000000000001,teal chair,product_type,C4,test
410,0.0,91.37931034482759,pool floats,brand_entity_proxy,C4,test
412,0.0,100.0,jennie tufted upholstered low profile platform bed,multi_constraint,C4,test
415,0.0,92.0,toilet paper stand,product_type,C4,test
417,-0.5319148936170193,29.25531914893617,twin bed frame,attribute_constraint,C4,test
418,0.0,15.460526315789474,writing desk,product_type,C4,test
419,0.0,31.25,living room ideas,product_type,C4,test
420,0.0,12.793733681462141,tile backsplash,brand_entity_proxy,C4,test
421,0.0,11.864406779661017,dining room tables,product_type,C4,test
422,0.0,20.5607476635514,ergonomic chair,product_type,C4,test
423,-0.35087719298245723,31.57894736842105,wall shelves,brand_entity_proxy,C4,test
425,0.0,21.428571428571427,side table with storage,product_type,C4,test
426,0.0,38.11659192825112,outdoor storage,product_type,C4,test
428,1.5151515151515138,31.818181818181817,kitchen storage cabinet,product_type,C4,test
429,0.0,25.53191489361702,gray dresser,attribute_constraint,C4,test
431,0.0,78.66666666666666,shoe bench entryway,product_type,C4,test
432,0.0,90.47619047619048,butcher block island,product_type,C4,test
433,1.1102230246251565e-14,82.30088495575222,trundle daybed,brand_entity_proxy,C4,test
434,0.0,43.36283185840708,bathroom lighting,brand_entity_proxy,C4,test
435,2.127659574468088,42.5531914893617,shoe closet,brand_entity_proxy,C4,test
436,2.1739130434782594,56.52173913043478,full bed with trundle,product_type,C4,test
437,0.0,72.3404255319149,kitchen islands with seating,product_type,C4,test
438,1.1102230246251565e-14,71.2871287128713,indoor water fountain,product_type,C4,test
439,0.0,44.44444444444444,parsons chairs,brand_entity_proxy,C4,test
440,-0.7843137254901961,22.745098039215687,wood bar stools,attribute_constraint,C4,test
441,-1.2820512820512775,78.2051282051282,desk for kids,product_type,C4,test
442,-1.1102230246251565e-14,92.85714285714285,above toilet cabinet,product_type,C4,test
443,0.2840909090909102,9.65909090909091,patio design,brand_entity_proxy,C4,test
444,-0.8771929824561403,21.929824561403507,outdoor lounge chair,product_type,C4,test
445,0.0,41.76470588235294,chaise lounge couch,product_type,C4,test
446,1.1102230246251565e-14,92.98245614035089,card table,product_type,C4,test
447,0.0,33.33333333333333,tall buffet cabinet,attribute_constraint,C4,test
448,0.0,2.4691358024691357,bed side table,product_type,C4,test
453,0.0,48.0,midcentury tv unit,product_type,C4,test
455,0.0,100.0,deer coat hooks,product_type,C4,test
456,-1.3157894736842146,53.94736842105263,wall design shelf,product_type,C4,test
459,-1.1102230246251565e-14,78.94736842105262,tye dye duvet cover,product_type,C4,test
460,0.0,14.285714285714285,small wardrobe grey,attribute_constraint,C4,test
461,0.0,100.0,luau string lights,product_type,C4,test
464,1.1102230246251565e-14,82.3529411764706,cake cutlery,brand_entity_proxy,C4,test
465,0.0,0.0,white abstract,attribute_constraint,C4,test
466,0.0,0.0,rock climbing wall kids,product_type,C4,test
468,0.0,100.0,glow in the dark silent wall clock,multi_constraint,C4,test
469,0.0,82.8125,garage sports storage rack,product_type,C4,test
470,0.0,97.77777777777777,elephant framed,brand_entity_proxy,C4,test
471,0.0,100.0,adjustable height artist stool,product_type,C4,test
472,0.0,91.48936170212765,window wall accent,product_type,C4,test
473,0.0,55.55555555555556,chair pillow cushion,product_type,C4,test
476,-0.3129890453834133,10.954616588419404,hardwood beds,brand_entity_proxy,C4,test
481,0.0,0.0,emma headboard,brand_entity_proxy,C4,test
482,0.0,83.33333333333334,48 inch kitchen hood,attribute_constraint,C4,test
483,0.0,50.0,rustic twig,style,C4,test
