Group,seed,epoch,query_id,presentations,weight_sum,unique_higher,unique_lower,Exact_Irrelevant,Exact_Partial,Partial_Irrelevant
C4_lr0.0001,42,2,485,64,32.0,64,64,0,0,64
C4_lr0.0001,42,2,487,64,42.5,23,44,21,22,21
C4_lr0.0001,43,2,8,64,42.5,43,33,21,22,21
C4_lr0.0001,43,2,12,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,15,64,42.5,23,37,21,22,21
C4_lr0.0001,43,2,18,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,21,64,32.0,1,64,0,64,0
C4_lr0.0001,43,2,23,64,32.0,64,38,0,0,64
C4_lr0.0001,43,2,24,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,25,64,42.5,26,15,21,21,22
C4_lr0.0001,43,2,29,64,64.0,64,64,64,0,0
C4_lr0.0001,43,2,32,64,43.0,24,43,22,21,21
C4_lr0.0001,43,2,33,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,34,64,42.5,43,27,21,22,21
C4_lr0.0001,43,2,43,64,42.5,43,44,21,22,21
C4_lr0.0001,43,2,56,64,32.0,64,64,0,0,64
C4_lr0.0001,43,2,57,64,42.5,23,43,21,21,22
C4_lr0.0001,43,2,58,64,43.0,43,23,22,21,21
C4_lr0.0001,43,2,61,64,32.0,1,64,0,64,0
C4_lr0.0001,43,2,80,64,42.5,43,24,21,22,21
C4_lr0.0001,43,2,100,64,43.0,43,43,22,21,21
C4_lr0.0001,43,2,103,64,42.5,44,22,21,21,22
C4_lr0.0001,43,2,106,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,113,64,43.0,43,43,22,21,21
C4_lr0.0001,43,2,116,64,32.0,64,14,0,0,64
C4_lr0.0001,43,2,118,64,32.0,64,64,0,64,0
C4_lr0.0001,43,2,133,64,42.5,43,44,21,22,21
C4_lr0.0001,43,2,134,64,43.0,24,43,22,21,21
C4_lr0.0001,43,2,135,64,42.5,32,43,21,21,22
C4_lr0.0001,43,2,149,64,43.0,36,18,22,21,21
C4_lr0.0001,43,2,156,64,43.0,40,43,22,21,21
C4_lr0.0001,43,2,162,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,181,64,32.0,64,18,0,64,0
C4_lr0.0001,43,2,205,64,32.0,12,64,0,64,0
C4_lr0.0001,43,2,224,64,32.0,22,51,0,64,0
C4_lr0.0001,43,2,228,64,42.5,25,25,21,22,21
C4_lr0.0001,43,2,256,64,42.5,44,32,21,21,22
C4_lr0.0001,43,2,258,64,42.5,43,23,21,22,21
C4_lr0.0001,43,2,261,64,32.0,64,50,0,64,0
C4_lr0.0001,43,2,262,64,42.5,43,24,21,22,21
C4_lr0.0001,43,2,280,64,32.0,64,10,0,0,64
C4_lr0.0001,43,2,283,64,43.0,22,30,22,21,21
C4_lr0.0001,43,2,287,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,293,64,43.0,34,43,22,21,21
C4_lr0.0001,43,2,309,64,32.0,26,46,0,0,64
C4_lr0.0001,43,2,312,64,32.0,10,64,0,64,0
C4_lr0.0001,43,2,314,64,42.5,32,26,21,22,21
C4_lr0.0001,43,2,318,64,42.5,23,37,21,21,22
C4_lr0.0001,43,2,336,64,42.5,22,39,21,22,21
C4_lr0.0001,43,2,338,64,42.5,22,44,21,22,21
C4_lr0.0001,43,2,345,64,32.0,64,64,0,0,64
C4_lr0.0001,43,2,361,64,64.0,25,64,64,0,0
C4_lr0.0001,43,2,363,64,32.0,1,64,0,64,0
C4_lr0.0001,43,2,391,64,32.0,8,64,0,64,0
C4_lr0.0001,43,2,393,64,32.0,64,21,0,0,64
C4_lr0.0001,43,2,395,64,32.0,16,58,0,0,64
C4_lr0.0001,43,2,399,64,32.0,64,17,0,0,64
C4_lr0.0001,43,2,401,64,42.5,39,23,21,22,21
C4_lr0.0001,43,2,411,64,43.0,43,43,22,21,21
C4_lr0.0001,43,2,413,64,42.5,23,43,21,21,22
C4_lr0.0001,43,2,414,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,430,64,42.5,44,43,21,21,22
C4_lr0.0001,43,2,449,64,43.0,23,8,22,21,21
C4_lr0.0001,43,2,462,64,32.0,1,1,0,0,64
C4_lr0.0001,43,2,463,64,43.0,43,43,22,21,21
C4_lr0.0001,43,2,474,64,32.0,64,64,0,0,64
C4_lr0.0001,43,2,485,64,32.0,64,64,0,0,64
C4_lr0.0001,43,2,487,64,43.0,23,43,22,21,21
C4_lr0.0001,44,2,8,64,43.0,43,32,22,21,21
C4_lr0.0001,44,2,12,64,43.0,43,43,22,21,21
C4_lr0.0001,44,2,15,64,42.5,24,36,21,21,22
C4_lr0.0001,44,2,18,64,43.0,43,43,22,21,21
C4_lr0.0001,44,2,21,64,32.0,1,64,0,64,0
C4_lr0.0001,44,2,23,64,32.0,64,38,0,0,64
C4_lr0.0001,44,2,24,64,42.5,43,44,21,22,21
C4_lr0.0001,44,2,25,64,42.5,26,15,21,21,22
C4_lr0.0001,44,2,29,64,64.0,64,64,64,0,0
C4_lr0.0001,44,2,32,64,42.5,24,44,21,22,21
C4_lr0.0001,44,2,33,64,42.5,43,44,21,22,21
C4_lr0.0001,44,2,34,64,42.5,44,26,21,21,22
C4_lr0.0001,44,2,43,64,42.5,44,43,21,21,22
C4_lr0.0001,44,2,56,64,32.0,64,64,0,0,64
C4_lr0.0001,44,2,57,64,43.0,22,43,22,21,21
C4_lr0.0001,44,2,58,64,42.5,44,23,21,21,22
C4_lr0.0001,44,2,61,64,32.0,1,64,0,64,0
C4_lr0.0001,44,2,80,64,42.5,43,24,21,22,21
C4_lr0.0001,44,2,100,64,42.5,44,43,21,21,22
C4_lr0.0001,44,2,103,64,42.5,43,23,21,22,21
C4_lr0.0001,44,2,106,64,42.5,43,44,21,22,21
C4_lr0.0001,44,2,113,64,42.5,44,43,21,21,22
C4_lr0.0001,44,2,116,64,32.0,64,14,0,0,64
C4_lr0.0001,44,2,118,64,32.0,64,64,0,64,0
C4_lr0.0001,44,2,133,64,42.5,44,43,21,21,22
C4_lr0.0001,44,2,134,64,42.5,25,43,21,21,22
C4_lr0.0001,44,2,135,64,42.5,32,43,21,21,22
C4_lr0.0001,44,2,149,64,42.5,36,18,21,21,22
C4_lr0.0001,44,2,156,64,43.0,40,43,22,21,21
C4_lr0.0001,44,2,162,64,42.5,43,44,21,22,21
C4_lr0.0001,44,2,181,64,32.0,64,18,0,64,0
C4_lr0.0001,44,2,205,64,32.0,12,64,0,64,0
C4_lr0.0001,44,2,224,64,32.0,22,51,0,64,0
C4_lr0.0001,44,2,228,64,43.0,25,25,22,21,21
C4_lr0.0001,44,2,256,64,42.5,43,33,21,22,21
C4_lr0.0001,44,2,258,64,43.0,43,22,22,21,21
C4_lr0.0001,44,2,261,64,32.0,64,50,0,64,0
C4_lr0.0001,44,2,262,64,42.5,44,23,21,21,22
C4_lr0.0001,44,2,280,64,32.0,64,10,0,0,64
C4_lr0.0001,44,2,283,64,42.5,22,31,21,22,21
C4_lr0.0001,44,2,287,64,42.5,43,44,21,22,21
C4_lr0.0001,44,2,293,64,42.5,35,43,21,21,22
C4_lr0.0001,44,2,309,64,32.0,26,46,0,0,64
C4_lr0.0001,44,2,312,64,32.0,10,64,0,64,0
C4_lr0.0001,44,2,314,64,42.5,32,26,21,22,21
C4_lr0.0001,44,2,318,64,42.5,23,37,21,21,22
C4_lr0.0001,44,2,336,64,42.5,22,39,21,22,21
C4_lr0.0001,44,2,338,64,42.5,22,44,21,22,21
C4_lr0.0001,44,2,345,64,32.0,64,64,0,0,64
C4_lr0.0001,44,2,361,64,64.0,25,64,64,0,0
C4_lr0.0001,44,2,363,64,32.0,1,64,0,64,0
C4_lr0.0001,44,2,391,64,32.0,8,64,0,64,0
C4_lr0.0001,44,2,393,64,32.0,64,21,0,0,64
C4_lr0.0001,44,2,395,64,32.0,16,58,0,0,64
C4_lr0.0001,44,2,399,64,32.0,64,17,0,0,64
C4_lr0.0001,44,2,401,64,42.5,39,23,21,22,21
C4_lr0.0001,44,2,411,64,42.5,43,44,21,22,21
C4_lr0.0001,44,2,413,64,42.5,23,43,21,21,22
C4_lr0.0001,44,2,414,64,43.0,43,43,22,21,21
C4_lr0.0001,44,2,430,64,42.5,44,43,21,21,22
C4_lr0.0001,44,2,449,64,42.5,23,8,21,21,22
C4_lr0.0001,44,2,462,64,32.0,1,1,0,0,64
C4_lr0.0001,44,2,463,64,42.5,44,43,21,21,22
C4_lr0.0001,44,2,474,64,32.0,64,64,0,0,64
C4_lr0.0001,44,2,485,64,32.0,64,64,0,0,64
C4_lr0.0001,44,2,487,64,43.0,23,43,22,21,21
C4_lr0.0001,42,3,8,64,42.5,43,32,21,21,22
C4_lr0.0001,42,3,12,64,43.0,43,43,22,21,21
C4_lr0.0001,42,3,15,64,42.5,24,36,21,21,22
C4_lr0.0001,42,3,18,64,42.5,43,43,21,22,21
C4_lr0.0001,42,3,21,64,32.0,1,64,0,64,0
C4_lr0.0001,42,3,23,64,32.0,64,38,0,0,64
C4_lr0.0001,42,3,24,64,42.5,43,43,21,21,22
C4_lr0.0001,42,3,25,64,42.5,26,15,21,22,21
C4_lr0.0001,42,3,29,64,64.0,64,64,64,0,0
C4_lr0.0001,42,3,32,64,42.5,24,43,21,22,21
C4_lr0.0001,42,3,33,64,43.0,43,43,22,21,21
C4_lr0.0001,42,3,34,64,42.5,43,27,21,22,21
C4_lr0.0001,42,3,43,64,43.0,43,43,22,21,21
C4_lr0.0001,42,3,56,64,32.0,64,64,0,0,64
C4_lr0.0001,42,3,57,64,42.5,22,43,21,22,21
C4_lr0.0001,42,3,58,64,42.5,43,23,21,21,22
C4_lr0.0001,42,3,61,64,32.0,1,64,0,64,0
C4_lr0.0001,42,3,80,64,42.5,43,24,21,22,21
C4_lr0.0001,42,3,100,64,43.0,43,43,22,21,21
C4_lr0.0001,42,3,103,64,42.5,43,23,21,22,21
C4_lr0.0001,42,3,106,64,43.0,43,43,22,21,21
C4_lr0.0001,42,3,113,64,42.5,43,43,21,22,21
C4_lr0.0001,42,3,116,64,32.0,64,14,0,0,64
C4_lr0.0001,42,3,118,64,32.0,64,64,0,64,0
C4_lr0.0001,42,3,133,64,43.0,43,43,22,21,21
C4_lr0.0001,42,3,134,64,43.0,24,43,22,21,21
C4_lr0.0001,42,3,135,64,43.0,31,43,22,21,21
C4_lr0.0001,42,3,149,64,42.5,36,18,21,22,21
C4_lr0.0001,42,3,156,64,42.5,41,43,21,21,22
C4_lr0.0001,42,3,162,64,42.5,43,43,21,22,21
C4_lr0.0001,42,3,181,64,32.0,64,18,0,64,0
C4_lr0.0001,42,3,205,64,32.0,12,64,0,64,0
C4_lr0.0001,42,3,224,64,32.0,22,51,0,64,0
C4_lr0.0001,42,3,228,64,43.0,25,25,22,21,21
C4_lr0.0001,42,3,256,64,42.5,43,32,21,21,22
C4_lr0.0001,42,3,258,64,42.5,43,23,21,22,21
C4_lr0.0001,42,3,261,64,32.0,64,50,0,64,0
C4_lr0.0001,42,3,262,64,42.5,43,23,21,21,22
C4_lr0.0001,42,3,280,64,32.0,64,10,0,0,64
C4_lr0.0001,42,3,283,64,43.0,22,30,22,21,21
C4_lr0.0001,42,3,287,64,42.5,43,43,21,22,21
C4_lr0.0001,42,3,293,64,43.0,34,43,22,21,21
C4_lr0.0001,42,3,309,64,32.0,26,46,0,0,64
C4_lr0.0001,42,3,312,64,32.0,10,64,0,64,0
C4_lr0.0001,42,3,314,64,43.0,32,25,22,21,21
C4_lr0.0001,42,3,318,64,42.5,22,38,21,22,21
C4_lr0.0001,42,3,336,64,43.0,22,38,22,21,21
C4_lr0.0001,42,3,338,64,43.0,22,43,22,21,21
C4_lr0.0001,42,3,345,64,32.0,64,64,0,0,64
C4_lr0.0001,42,3,361,64,64.0,25,64,64,0,0
C4_lr0.0001,42,3,363,64,32.0,1,64,0,64,0
C4_lr0.0001,42,3,391,64,32.0,8,64,0,64,0
C4_lr0.0001,42,3,393,64,32.0,64,21,0,0,64
C4_lr0.0001,42,3,395,64,32.0,16,58,0,0,64
C4_lr0.0001,42,3,399,64,32.0,64,17,0,0,64
C4_lr0.0001,42,3,401,64,42.5,39,23,21,22,21
C4_lr0.0001,42,3,411,64,42.5,43,43,21,21,22
C4_lr0.0001,42,3,413,64,42.5,23,43,21,21,22
C4_lr0.0001,42,3,414,64,43.0,43,43,22,21,21
C4_lr0.0001,42,3,430,64,42.5,43,43,21,22,21
C4_lr0.0001,42,3,449,64,43.0,23,8,22,21,21
C4_lr0.0001,42,3,462,64,32.0,1,1,0,0,64
C4_lr0.0001,42,3,463,64,43.0,43,43,22,21,21
C4_lr0.0001,42,3,474,64,32.0,64,64,0,0,64
C4_lr0.0001,42,3,485,64,32.0,64,64,0,0,64
C4_lr0.0001,42,3,487,64,42.5,24,43,21,21,22
C4_lr0.0001,43,3,8,64,43.0,43,32,22,21,21
C4_lr0.0001,43,3,12,64,43.0,43,43,22,21,21
C4_lr0.0001,43,3,15,64,42.5,24,36,21,21,22
C4_lr0.0001,43,3,18,64,42.5,43,43,21,22,21
C4_lr0.0001,43,3,21,64,32.0,1,64,0,64,0
C4_lr0.0001,43,3,23,64,32.0,64,38,0,0,64
C4_lr0.0001,43,3,24,64,43.0,43,43,22,21,21
C4_lr0.0001,43,3,25,64,42.5,26,15,21,22,21
C4_lr0.0001,43,3,29,64,64.0,64,64,64,0,0
C4_lr0.0001,43,3,32,64,42.5,24,43,21,22,21
C4_lr0.0001,43,3,33,64,42.5,43,43,21,22,21
C4_lr0.0001,43,3,34,64,43.0,43,26,22,21,21
C4_lr0.0001,43,3,43,64,42.5,43,43,21,21,22
C4_lr0.0001,43,3,56,64,32.0,64,64,0,0,64
C4_lr0.0001,43,3,57,64,43.0,22,43,22,21,21
C4_lr0.0001,43,3,58,64,42.5,43,23,21,21,22
C4_lr0.0001,43,3,61,64,32.0,1,64,0,64,0
C4_lr0.0001,43,3,80,64,43.0,43,23,22,21,21
C4_lr0.0001,43,3,100,64,42.5,43,43,21,21,22
C4_lr0.0001,43,3,103,64,42.5,43,23,21,22,21
C4_lr0.0001,43,3,106,64,43.0,43,43,22,21,21
C4_lr0.0001,43,3,113,64,42.5,43,43,21,22,21
C4_lr0.0001,43,3,116,64,32.0,64,14,0,0,64
C4_lr0.0001,43,3,118,64,32.0,64,64,0,64,0
C4_lr0.0001,43,3,133,64,43.0,43,43,22,21,21
C4_lr0.0001,43,3,134,64,42.5,24,43,21,22,21
C4_lr0.0001,43,3,135,64,43.0,31,43,22,21,21
C4_lr0.0001,43,3,149,64,42.5,36,18,21,22,21
C4_lr0.0001,43,3,156,64,42.5,40,43,21,22,21
C4_lr0.0001,43,3,162,64,42.5,43,43,21,22,21
C4_lr0.0001,43,3,181,64,32.0,64,18,0,64,0
C4_lr0.0001,43,3,205,64,32.0,12,64,0,64,0
C4_lr0.0001,43,3,224,64,32.0,22,51,0,64,0
C4_lr0.0001,43,3,228,64,43.0,25,25,22,21,21
C4_lr0.0001,43,3,256,64,42.5,43,33,21,22,21
C4_lr0.0001,43,3,258,64,43.0,43,22,22,21,21
C4_lr0.0001,43,3,261,64,32.0,64,50,0,64,0
C4_lr0.0001,43,3,262,64,42.5,43,23,21,21,22
C4_lr0.0001,43,3,280,64,32.0,64,10,0,0,64
C4_lr0.0001,43,3,283,64,42.5,23,30,21,21,22
C4_lr0.0001,43,3,287,64,42.5,43,43,21,22,21
C4_lr0.0001,43,3,293,64,42.5,34,43,21,22,21
C4_lr0.0001,43,3,309,64,32.0,26,46,0,0,64
C4_lr0.0001,43,3,312,64,32.0,10,64,0,64,0
C4_lr0.0001,43,3,314,64,43.0,32,25,22,21,21
C4_lr0.0001,43,3,318,64,43.0,22,37,22,21,21
C4_lr0.0001,43,3,336,64,42.5,23,38,21,21,22
C4_lr0.0001,43,3,338,64,42.5,23,43,21,21,22
C4_lr0.0001,43,3,345,64,32.0,64,64,0,0,64
C4_lr0.0001,43,3,361,64,64.0,25,64,64,0,0
C4_lr0.0001,43,3,363,64,32.0,1,64,0,64,0
C4_lr0.0001,43,3,391,64,32.0,8,64,0,64,0
C4_lr0.0001,43,3,393,64,32.0,64,21,0,0,64
C4_lr0.0001,43,3,395,64,32.0,16,58,0,0,64
C4_lr0.0001,43,3,399,64,32.0,64,17,0,0,64
C4_lr0.0001,43,3,401,64,42.5,40,22,21,21,22
C4_lr0.0001,43,3,411,64,42.5,43,43,21,21,22
C4_lr0.0001,43,3,413,64,42.5,22,43,21,22,21
C4_lr0.0001,43,3,414,64,43.0,43,43,22,21,21
C4_lr0.0001,43,3,430,64,42.5,43,43,21,22,21
C4_lr0.0001,43,3,449,64,42.5,23,8,21,22,21
C4_lr0.0001,43,3,462,64,32.0,1,1,0,0,64
C4_lr0.0001,43,3,463,64,42.5,43,43,21,21,22
C4_lr0.0001,43,3,474,64,32.0,64,64,0,0,64
C4_lr0.0001,43,3,485,64,32.0,64,64,0,0,64
C4_lr0.0001,43,3,487,64,42.5,24,43,21,21,22
C4_lr0.0001,44,3,8,64,42.5,43,33,21,22,21
C4_lr0.0001,44,3,12,64,42.5,43,43,21,21,22
C4_lr0.0001,44,3,15,64,42.5,23,37,21,22,21
C4_lr0.0001,44,3,18,64,42.5,43,43,21,21,22
C4_lr0.0001,44,3,21,64,32.0,1,64,0,64,0
C4_lr0.0001,44,3,23,64,32.0,64,38,0,0,64
C4_lr0.0001,44,3,24,64,42.5,43,43,21,21,22
C4_lr0.0001,44,3,25,64,42.5,26,15,21,22,21
C4_lr0.0001,44,3,29,64,64.0,64,64,64,0,0
C4_lr0.0001,44,3,32,64,42.5,25,43,21,21,22
C4_lr0.0001,44,3,33,64,42.5,43,43,21,21,22
C4_lr0.0001,44,3,34,64,42.5,43,27,21,22,21
C4_lr0.0001,44,3,43,64,43.0,43,43,22,21,21
C4_lr0.0001,44,3,56,64,32.0,64,64,0,0,64
C4_lr0.0001,44,3,57,64,42.5,22,43,21,22,21
C4_lr0.0001,44,3,58,64,43.0,43,23,22,21,21
C4_lr0.0001,44,3,61,64,32.0,1,64,0,64,0
C4_lr0.0001,44,3,80,64,43.0,43,23,22,21,21
C4_lr0.0001,44,3,100,64,42.5,43,43,21,22,21
C4_lr0.0001,44,3,103,64,43.0,43,22,22,21,21
C4_lr0.0001,44,3,106,64,43.0,43,43,22,21,21
C4_lr0.0001,44,3,113,64,42.5,43,43,21,22,21
C4_lr0.0001,44,3,116,64,32.0,64,14,0,0,64
C4_lr0.0001,44,3,118,64,32.0,64,64,0,64,0
C4_lr0.0001,44,3,133,64,42.5,43,43,21,22,21
C4_lr0.0001,44,3,134,64,43.0,24,43,22,21,21
C4_lr0.0001,44,3,135,64,42.5,31,43,21,22,21
C4_lr0.0001,44,3,149,64,42.5,36,18,21,22,21
C4_lr0.0001,44,3,156,64,42.5,40,43,21,22,21
C4_lr0.0001,44,3,162,64,42.5,43,43,21,21,22
C4_lr0.0001,44,3,181,64,32.0,64,18,0,64,0
C4_lr0.0001,44,3,205,64,32.0,12,64,0,64,0
C4_lr0.0001,44,3,224,64,32.0,22,51,0,64,0
C4_lr0.0001,44,3,228,64,42.5,25,24,21,22,21
C4_lr0.0001,44,3,256,64,42.5,43,32,21,21,22
C4_lr0.0001,44,3,258,64,42.5,43,22,21,21,22
C4_lr0.0001,44,3,261,64,32.0,64,50,0,64,0
C4_lr0.0001,44,3,262,64,43.0,43,23,22,21,21
C4_lr0.0001,44,3,280,64,32.0,64,10,0,0,64
C4_lr0.0001,44,3,283,64,42.5,23,30,21,21,22
C4_lr0.0001,44,3,287,64,42.5,43,43,21,21,22
C4_lr0.0001,44,3,293,64,43.0,34,43,22,21,21
C4_lr0.0001,44,3,309,64,32.0,26,46,0,0,64
C4_lr0.0001,44,3,312,64,32.0,10,64,0,64,0
C4_lr0.0001,44,3,314,64,42.5,33,25,21,21,22
C4_lr0.0001,44,3,318,64,43.0,22,37,22,21,21
C4_lr0.0001,44,3,336,64,42.5,23,38,21,21,22
C4_lr0.0001,44,3,338,64,42.5,23,43,21,21,22
C4_lr0.0001,44,3,345,64,32.0,64,64,0,0,64
C4_lr0.0001,44,3,361,64,64.0,25,64,64,0,0
C4_lr0.0001,44,3,363,64,32.0,1,64,0,64,0
C4_lr0.0001,44,3,391,64,32.0,8,64,0,64,0
C4_lr0.0001,44,3,393,64,32.0,64,21,0,0,64
C4_lr0.0001,44,3,395,64,32.0,16,58,0,0,64
C4_lr0.0001,44,3,399,64,32.0,64,17,0,0,64
C4_lr0.0001,44,3,401,64,42.5,40,22,21,21,22
C4_lr0.0001,44,3,411,64,43.0,43,43,22,21,21
C4_lr0.0001,44,3,413,64,42.5,22,43,21,22,21
C4_lr0.0001,44,3,414,64,42.5,43,43,21,21,22
C4_lr0.0001,44,3,430,64,42.5,43,43,21,22,21
C4_lr0.0001,44,3,449,64,43.0,23,8,22,21,21
C4_lr0.0001,44,3,462,64,32.0,1,1,0,0,64
C4_lr0.0001,44,3,463,64,43.0,43,43,22,21,21
C4_lr0.0001,44,3,474,64,32.0,64,64,0,0,64
C4_lr0.0001,44,3,485,64,32.0,64,64,0,0,64
C4_lr0.0001,44,3,487,64,42.5,23,43,21,22,21
C4_lr0.0001,42,4,8,64,42.5,43,33,21,22,21
C4_lr0.0001,42,4,12,64,42.5,43,43,21,21,22
C4_lr0.0001,42,4,15,64,43.0,23,36,22,21,21
C4_lr0.0001,42,4,18,64,43.0,43,43,22,21,21
C4_lr0.0001,42,4,21,64,32.0,1,64,0,64,0
C4_lr0.0001,42,4,23,64,32.0,64,38,0,0,64
C4_lr0.0001,42,4,24,64,42.5,43,43,21,22,21
C4_lr0.0001,42,4,25,64,42.5,25,15,21,21,22
C4_lr0.0001,42,4,29,64,64.0,64,64,64,0,0
C4_lr0.0001,42,4,32,64,42.5,25,43,21,21,22
C4_lr0.0001,42,4,33,64,42.5,43,43,21,22,21
C4_lr0.0001,42,4,34,64,42.5,43,26,21,21,22
C4_lr0.0001,42,4,43,64,42.5,43,43,21,21,22
C4_lr0.0001,42,4,56,64,32.0,64,64,0,0,64
C4_lr0.0001,42,4,57,64,42.5,23,43,21,21,22
C4_lr0.0001,42,4,58,64,43.0,43,23,22,21,21
C4_lr0.0001,42,4,61,64,32.0,1,64,0,64,0
C4_lr0.0001,42,4,80,64,42.5,43,23,21,21,22
C4_lr0.0001,42,4,100,64,42.5,43,43,21,21,22
C4_lr0.0001,42,4,103,64,43.0,43,22,22,21,21
C4_lr0.0001,42,4,106,64,42.5,43,43,21,21,22
C4_lr0.0001,42,4,113,64,43.0,43,43,22,21,21
C4_lr0.0001,42,4,116,64,32.0,64,14,0,0,64
C4_lr0.0001,42,4,118,64,32.0,64,64,0,64,0
C4_lr0.0001,42,4,133,64,42.5,43,43,21,21,22
C4_lr0.0001,42,4,134,64,42.5,25,43,21,21,22
C4_lr0.0001,42,4,135,64,42.5,32,43,21,21,22
C4_lr0.0001,42,4,149,64,43.0,36,18,22,21,21
C4_lr0.0001,42,4,156,64,43.0,40,43,22,21,21
C4_lr0.0001,42,4,162,64,43.0,43,43,22,21,21
C4_lr0.0001,42,4,181,64,32.0,64,18,0,64,0
C4_lr0.0001,42,4,205,64,32.0,12,64,0,64,0
C4_lr0.0001,42,4,224,64,32.0,22,51,0,64,0
C4_lr0.0001,42,4,228,64,42.5,24,25,21,21,22
C4_lr0.0001,42,4,256,64,43.0,43,32,22,21,21
C4_lr0.0001,42,4,258,64,43.0,43,22,22,21,21
C4_lr0.0001,42,4,261,64,32.0,64,50,0,64,0
C4_lr0.0001,42,4,262,64,42.5,43,24,21,22,21
C4_lr0.0001,42,4,280,64,32.0,64,10,0,0,64
C4_lr0.0001,42,4,283,64,42.5,22,31,21,22,21
C4_lr0.0001,42,4,287,64,43.0,43,43,22,21,21
C4_lr0.0001,42,4,293,64,42.5,34,43,21,22,21
C4_lr0.0001,42,4,309,64,32.0,26,46,0,0,64
C4_lr0.0001,42,4,312,64,32.0,10,64,0,64,0
C4_lr0.0001,42,4,314,64,42.5,33,25,21,21,22
C4_lr0.0001,42,4,318,64,42.5,23,37,21,21,22
C4_lr0.0001,42,4,336,64,42.5,23,38,21,21,22
C4_lr0.0001,42,4,338,64,42.5,23,43,21,21,22
C4_lr0.0001,42,4,345,64,32.0,64,64,0,0,64
C4_lr0.0001,42,4,361,64,64.0,25,64,64,0,0
C4_lr0.0001,42,4,363,64,32.0,1,64,0,64,0
C4_lr0.0001,42,4,391,64,32.0,8,64,0,64,0
C4_lr0.0001,42,4,393,64,32.0,64,21,0,0,64
C4_lr0.0001,42,4,395,64,32.0,16,58,0,0,64
C4_lr0.0001,42,4,399,64,32.0,64,17,0,0,64
C4_lr0.0001,42,4,401,64,42.5,40,22,21,21,22
C4_lr0.0001,42,4,411,64,43.0,43,43,22,21,21
C4_lr0.0001,42,4,413,64,43.0,22,43,22,21,21
C4_lr0.0001,42,4,414,64,42.5,43,43,21,22,21
C4_lr0.0001,42,4,430,64,42.5,43,43,21,21,22
C4_lr0.0001,42,4,449,64,42.5,22,8,21,21,22
C4_lr0.0001,42,4,462,64,32.0,1,1,0,0,64
C4_lr0.0001,42,4,463,64,42.5,43,43,21,21,22
C4_lr0.0001,42,4,474,64,32.0,64,64,0,0,64
C4_lr0.0001,42,4,485,64,32.0,64,64,0,0,64
C4_lr0.0001,42,4,487,64,43.0,23,43,22,21,21
C4_lr0.0001,43,4,8,64,42.5,43,32,21,21,22
C4_lr0.0001,43,4,12,64,42.5,43,43,21,22,21
C4_lr0.0001,43,4,15,64,43.0,23,36,22,21,21
C4_lr0.0001,43,4,18,64,43.0,43,43,22,21,21
C4_lr0.0001,43,4,21,64,32.0,1,64,0,64,0
C4_lr0.0001,43,4,23,64,32.0,64,38,0,0,64
C4_lr0.0001,43,4,24,64,42.5,43,43,21,22,21
C4_lr0.0001,43,4,25,64,43.0,26,15,22,21,21
C4_lr0.0001,43,4,29,64,64.0,64,64,64,0,0
C4_lr0.0001,43,4,32,64,42.5,25,43,21,21,22
C4_lr0.0001,43,4,33,64,43.0,43,43,22,21,21
C4_lr0.0001,43,4,34,64,42.5,43,26,21,21,22
C4_lr0.0001,43,4,43,64,43.0,43,43,22,21,21
C4_lr0.0001,43,4,56,64,32.0,64,64,0,0,64
C4_lr0.0001,43,4,57,64,42.5,22,43,21,22,21
C4_lr0.0001,43,4,58,64,42.5,43,24,21,22,21
C4_lr0.0001,43,4,61,64,32.0,1,64,0,64,0
C4_lr0.0001,43,4,80,64,42.5,43,23,21,21,22
C4_lr0.0001,43,4,100,64,42.5,43,43,21,22,21
C4_lr0.0001,43,4,103,64,43.0,43,22,22,21,21
C4_lr0.0001,43,4,106,64,42.5,43,43,21,22,21
C4_lr0.0001,43,4,113,64,42.5,43,43,21,21,22
C4_lr0.0001,43,4,116,64,32.0,64,14,0,0,64
C4_lr0.0001,43,4,118,64,32.0,64,64,0,64,0
C4_lr0.0001,43,4,133,64,42.5,43,43,21,21,22
C4_lr0.0001,43,4,134,64,42.5,25,43,21,21,22
C4_lr0.0001,43,4,135,64,42.5,31,43,21,22,21
C4_lr0.0001,43,4,149,64,42.5,35,18,21,21,22
C4_lr0.0001,43,4,156,64,42.5,41,43,21,21,22
C4_lr0.0001,43,4,162,64,43.0,43,43,22,21,21
C4_lr0.0001,43,4,181,64,32.0,64,18,0,64,0
C4_lr0.0001,43,4,205,64,32.0,12,64,0,64,0
C4_lr0.0001,43,4,224,64,32.0,22,51,0,64,0
C4_lr0.0001,43,4,228,64,42.5,24,25,21,21,22
C4_lr0.0001,43,4,256,64,43.0,43,32,22,21,21
C4_lr0.0001,43,4,258,64,42.5,43,22,21,21,22
C4_lr0.0001,43,4,261,64,32.0,64,50,0,64,0
